"year","intensity_SDA","Reference_key","Scenario_key","Region","Sector","m_flag","abs_emissions"
2028,431.346109057823,"IPCC_normative","IMAGE","Asia Pacific Developed","Combined",2,417830597.640678
2029,398.223264971239,"IPCC_normative","IMAGE","Asia Pacific Developed","Combined",2,389064129.876901
2030,366.041833200424,"IPCC_normative","IMAGE","Asia Pacific Developed","Combined",2,360673219.646818
2031,337.730630898406,"IPCC_normative","IMAGE","Asia Pacific Developed","Combined",2,335591670.236049
2032,310.191533052281,"IPCC_normative","IMAGE","Asia Pacific Developed","Combined",2,310811916.118385
2033,283.392722457814,"IPCC_normative","IMAGE","Asia Pacific Developed","Combined",2,286321113.923212
2034,257.303208553122,"IPCC_normative","IMAGE","Asia Pacific Developed","Combined",2,262106201.779447
2035,231.896556246245,"IPCC_normative","IMAGE","Asia Pacific Developed","Combined",2,238157763.264894
2036,209.694104712881,"IPCC_normative","IMAGE","Asia Pacific Developed","Combined",2,217103296.412737
2037,188.178335349936,"IPCC_normative","IMAGE","Asia Pacific Developed","Combined",2,196395455.993549
2038,167.318030905833,"IPCC_normative","IMAGE","Asia Pacific Developed","Combined",2,176018568.512936
2039,147.081875393928,"IPCC_normative","IMAGE","Asia Pacific Developed","Combined",2,155955815.209361
2040,127.440775769977,"IPCC_normative","IMAGE","Asia Pacific Developed","Combined",2,136191709.039515
2041,110.710505391641,"IPCC_normative","IMAGE","Asia Pacific Developed","Combined",2,119235214.306798
2042,94.5412396780632,"IPCC_normative","IMAGE","Asia Pacific Developed","Combined",2,102608758.797258
2043,78.9042308292433,"IPCC_normative","IMAGE","Asia Pacific Developed","Combined",2,86294927.1169158
2044,63.7736203154224,"IPCC_normative","IMAGE","Asia Pacific Developed","Combined",2,70278529.5875954
2045,49.124291715652,"IPCC_normative","IMAGE","Asia Pacific Developed","Combined",2,54544338.568279
2046,38.8218375755507,"IPCC_normative","IMAGE","Asia Pacific Developed","Combined",2,43428695.6345161
2047,28.8762987227117,"IPCC_normative","IMAGE","Asia Pacific Developed","Combined",2,32543588.660496
2048,19.2688703152739,"IPCC_normative","IMAGE","Asia Pacific Developed","Combined",2,21876590.7646077
2049,9.98215360442128,"IPCC_normative","IMAGE","Asia Pacific Developed","Combined",2,11416256.3389231
2050,1.00022740966206,"IPCC_normative","IMAGE","Asia Pacific Developed","Combined",2,1152261.97593069
2020,698.447893569845,"IPCC_normative","IMAGE","Asia Pacific Developed","Combined",3,6.3e+08
2021,668.565450724329,"IPCC_normative","IMAGE","Asia Pacific Developed","Combined",3,608617415.309381
2022,639.163723348476,"IPCC_normative","IMAGE","Asia Pacific Developed","Combined",3,587178407.1828
2023,610.232404795752,"IPCC_normative","IMAGE","Asia Pacific Developed","Combined",3,565685439.245662
2024,581.761393946397,"IPCC_normative","IMAGE","Asia Pacific Developed","Combined",3,544140823.80453
2025,553.741072721027,"IPCC_normative","IMAGE","Asia Pacific Developed","Combined",3,522546992.291076
2026,519.578480755427,"IPCC_normative","IMAGE","Asia Pacific Developed","Combined",3,494638713.679167
2027,486.025758438888,"IPCC_normative","IMAGE","Asia Pacific Developed","Combined",3,466746736.687479
2028,453.066468272126,"IPCC_normative","IMAGE","Asia Pacific Developed","Combined",3,438870385.5996
2029,420.684527209124,"IPCC_normative","IMAGE","Asia Pacific Developed","Combined",3,411008783.083314
2030,388.864449929908,"IPCC_normative","IMAGE","Asia Pacific Developed","Combined",3,383161104.664269
2031,360.39763564191,"IPCC_normative","IMAGE","Asia Pacific Developed","Combined",3,358115117.282844
2032,332.46247405022,"IPCC_normative","IMAGE","Asia Pacific Developed","Combined",3,333127398.99832
2033,305.042775059107,"IPCC_normative","IMAGE","Asia Pacific Developed","Combined",3,308194883.734717
2034,278.123001686809,"IPCC_normative","IMAGE","Asia Pacific Developed","Combined",3,283314631.05163
2035,251.68856158051,"IPCC_normative","IMAGE","Asia Pacific Developed","Combined",3,258484152.743183
2036,228.504285765178,"IPCC_normative","IMAGE","Asia Pacific Developed","Combined",3,236578103.862214
2037,205.863047759447,"IPCC_normative","IMAGE","Asia Pacific Developed","Combined",3,214852400.844943
2038,183.742920329041,"IPCC_normative","IMAGE","Asia Pacific Developed","Combined",3,193297552.186151
2039,162.123060202947,"IPCC_normative","IMAGE","Asia Pacific Developed","Combined",3,171904484.835192
2040,140.983854204416,"IPCC_normative","IMAGE","Asia Pacific Developed","Combined",3,150664745.526452
2041,122.899244989997,"IPCC_normative","IMAGE","Asia Pacific Developed","Combined",3,132362486.854227
2042,105.300998264731,"IPCC_normative","IMAGE","Asia Pacific Developed","Combined",3,114286683.449988
2043,88.1669030237049,"IPCC_normative","IMAGE","Asia Pacific Developed","Combined",3,96425202.9402586
2044,71.4764173610112,"IPCC_normative","IMAGE","Asia Pacific Developed","Combined",3,78767011.9318344
2045,55.2100736273039,"IPCC_normative","IMAGE","Asia Pacific Developed","Combined",3,61301585.084183
2046,43.7446960981401,"IPCC_normative","IMAGE","Asia Pacific Developed","Combined",3,48935733.3684527
2047,32.6061622244047,"IPCC_normative","IMAGE","Asia Pacific Developed","Combined",3,36747144.8269041
2048,21.7787962401318,"IPCC_normative","IMAGE","Asia Pacific Developed","Combined",3,24726193.3312963
2049,11.2479675173458,"IPCC_normative","IMAGE","Asia Pacific Developed","Combined",3,12863925.5173379
2050,1.00022740966206,"IPCC_normative","IMAGE","Asia Pacific Developed","Combined",3,1152261.97593069
2020,519.615692554043,"IPCC_normative","SDS","Asia Pacific Developed","Combined",0,6.49e+08
2021,488.097805986853,"IPCC_normative","SDS","Asia Pacific Developed","Combined",0,627010441.570711
2022,458.235711812759,"IPCC_normative","SDS","Asia Pacific Developed","Combined",0,604962786.735205
2023,429.900849805319,"IPCC_normative","SDS","Asia Pacific Developed","Combined",0,582859572.166051
2024,402.977704995208,"IPCC_normative","SDS","Asia Pacific Developed","Combined",0,560703178.730332
2025,377.362375579771,"IPCC_normative","SDS","Asia Pacific Developed","Combined",0,538496109.952333
2026,348.548727607209,"IPCC_normative","SDS","Asia Pacific Developed","Combined",0,509787368.998304
2027,321.115614078214,"IPCC_normative","SDS","Asia Pacific Developed","Combined",0,481095413.01198
2028,294.966453410987,"IPCC_normative","SDS","Asia Pacific Developed","Combined",0,452419546.241772
2029,270.013295107891,"IPCC_normative","SDS","Asia Pacific Developed","Combined",0,423758865.342324
2030,246.176025790278,"IPCC_normative","SDS","Asia Pacific Developed","Combined",0,395112521.393396
2031,225.131622202243,"IPCC_normative","SDS","Asia Pacific Developed","Combined",0,369350939.385
2032,205.016915742817,"IPCC_normative","SDS","Asia Pacific Developed","Combined",0,343649354.16811
2033,185.772057925434,"IPCC_normative","SDS","Asia Pacific Developed","Combined",0,318004608.756757
2034,167.342151496897,"IPCC_normative","SDS","Asia Pacific Developed","Combined",0,292413675.525677
2035,149.676944752111,"IPCC_normative","SDS","Asia Pacific Developed","Combined",0,266873992.493013
2036,134.359094367894,"IPCC_normative","SDS","Asia Pacific Developed","Combined",0,244345449.017452
2037,119.7295861879,"IPCC_normative","SDS","Asia Pacific Developed","Combined",0,222002598.709603
2038,105.744347887888,"IPCC_normative","SDS","Asia Pacific Developed","Combined",0,199835668.638532
2039,92.3627904514214,"IPCC_normative","SDS","Asia Pacific Developed","Combined",0,177835316.735167
2040,79.547597701308,"IPCC_normative","SDS","Asia Pacific Developed","Combined",0,155992839.092265
2041,68.7042668473443,"IPCC_normative","SDS","Asia Pacific Developed","Combined",0,137174939.187408
2042,58.3555796727472,"IPCC_normative","SDS","Asia Pacific Developed","Combined",0,118590209.010957
2043,48.4699470264315,"IPCC_normative","SDS","Asia Pacific Developed","Combined",0,100226156.461255
2044,39.0184563097755,"IPCC_normative","SDS","Asia Pacific Developed","Combined",0,82071421.0019818
2045,29.9743642886345,"IPCC_normative","SDS","Asia Pacific Developed","Combined",0,64115165.2133893
2046,23.6409860890972,"IPCC_normative","SDS","Asia Pacific Developed","Combined",0,51409688.3493508
2047,17.5942134471652,"IPCC_normative","SDS","Asia Pacific Developed","Combined",0,38886730.5609245
2048,11.8160033406996,"IPCC_normative","SDS","Asia Pacific Developed","Combined",0,26536380.3025432
2049,6.28974258798286,"IPCC_normative","SDS","Asia Pacific Developed","Combined",0,14349418.7402241
2050,1.00022740966206,"IPCC_normative","SDS","Asia Pacific Developed","Combined",0,2317526.90818698
2020,519.615692554043,"IPCC_normative","SDS","Asia Pacific Developed","Combined",1,6.49e+08
2021,494.162994061512,"IPCC_normative","SDS","Asia Pacific Developed","Combined",1,634801782.171419
2022,469.449309885865,"IPCC_normative","SDS","Asia Pacific Developed","Combined",1,619766978.911319
2023,445.441003796116,"IPCC_normative","SDS","Asia Pacific Developed","Combined",1,603928912.946774
2024,422.106703744633,"IPCC_normative","SDS","Asia Pacific Developed","Combined",1,587319267.590283
2025,399.421859560483,"IPCC_normative","SDS","Asia Pacific Developed","Combined",1,569974993.592809
2026,372.492903096895,"IPCC_normative","SDS","Asia Pacific Developed","Combined",1,544808120.069519
2027,346.363569059127,"IPCC_normative","SDS","Asia Pacific Developed","Combined",1,518921899.164384
2028,321.001340629634,"IPCC_normative","SDS","Asia Pacific Developed","Combined",1,492351856.257733
2029,296.371508132749,"IPCC_normative","SDS","Asia Pacific Developed","Combined",1,465125444.863536
2030,272.441700899012,"IPCC_normative","SDS","Asia Pacific Developed","Combined",1,437268929.942914
2031,251.389759566275,"IPCC_normative","SDS","Asia Pacific Developed","Combined",1,412430039.544432
2032,230.911947778968,"IPCC_normative","SDS","Asia Pacific Developed","Combined",1,387054606.867106
2033,210.984606565996,"IPCC_normative","SDS","Asia Pacific Developed","Combined",1,361163449.519671
2034,191.584691639669,"IPCC_normative","SDS","Asia Pacific Developed","Combined",1,334775090.171157
2035,172.6925461165,"IPCC_normative","SDS","Asia Pacific Developed","Combined",1,307910809.72572
2036,156.183013877738,"IPCC_normative","SDS","Asia Pacific Developed","Combined",1,284034429.038054
2037,140.18409198366,"IPCC_normative","SDS","Asia Pacific Developed","Combined",1,259929343.356103
2038,124.672567582277,"IPCC_normative","SDS","Asia Pacific Developed","Combined",1,235606218.216987
2039,109.625154403135,"IPCC_normative","SDS","Asia Pacific Developed","Combined",1,211072272.287795
2040,95.0202191346537,"IPCC_normative","SDS","Asia Pacific Developed","Combined",1,186334649.723056
2041,82.5797488667973,"IPCC_normative","SDS","Asia Pacific Developed","Combined",1,164878726.587448
2042,70.5564363432101,"IPCC_normative","SDS","Asia Pacific Developed","Combined",1,143384789.936671
2043,58.9289049726556,"IPCC_normative","SDS","Asia Pacific Developed","Combined",1,121853189.702457
2044,47.6779265978258,"IPCC_normative","SDS","Asia Pacific Developed","Combined",1,100285750.805867
2045,36.7848248864812,"IPCC_normative","SDS","Asia Pacific Developed","Combined",1,78682740.4321833
2046,29.1240177675566,"IPCC_normative","SDS","Asia Pacific Developed","Combined",1,63333089.0373286
2047,21.7286094687897,"IPCC_normative","SDS","Asia Pacific Developed","Combined",1,48024572.6479189
2048,14.5846168882477,"IPCC_normative","SDS","Asia Pacific Developed","Combined",1,32754132.6076267
2049,7.67910248144087,"IPCC_normative","SDS","Asia Pacific Developed","Combined",1,17519104.4011592
2050,1.00022740966206,"IPCC_normative","SDS","Asia Pacific Developed","Combined",1,2317526.90818698
2020,519.615692554043,"IPCC_normative","SDS","Asia Pacific Developed","Combined",2,6.49e+08
2021,488.097805986853,"IPCC_normative","SDS","Asia Pacific Developed","Combined",2,627010441.570711
2022,458.235711812759,"IPCC_normative","SDS","Asia Pacific Developed","Combined",2,604962786.735205
2023,429.900849805319,"IPCC_normative","SDS","Asia Pacific Developed","Combined",2,582859572.166051
2024,402.977704995208,"IPCC_normative","SDS","Asia Pacific Developed","Combined",2,560703178.730332
2025,377.362375579771,"IPCC_normative","SDS","Asia Pacific Developed","Combined",2,538496109.952333
2026,348.548727607209,"IPCC_normative","SDS","Asia Pacific Developed","Combined",2,509787368.998304
2027,321.115614078214,"IPCC_normative","SDS","Asia Pacific Developed","Combined",2,481095413.01198
2028,294.966453410987,"IPCC_normative","SDS","Asia Pacific Developed","Combined",2,452419546.241772
2029,270.013295107891,"IPCC_normative","SDS","Asia Pacific Developed","Combined",2,423758865.342324
2030,246.176025790278,"IPCC_normative","SDS","Asia Pacific Developed","Combined",2,395112521.393396
2031,225.131622202243,"IPCC_normative","SDS","Asia Pacific Developed","Combined",2,369350939.385
2032,205.016915742817,"IPCC_normative","SDS","Asia Pacific Developed","Combined",2,343649354.16811
2033,185.772057925434,"IPCC_normative","SDS","Asia Pacific Developed","Combined",2,318004608.756757
2034,167.342151496897,"IPCC_normative","SDS","Asia Pacific Developed","Combined",2,292413675.525677
2035,149.676944752111,"IPCC_normative","SDS","Asia Pacific Developed","Combined",2,266873992.493013
2036,134.359094367894,"IPCC_normative","SDS","Asia Pacific Developed","Combined",2,244345449.017452
2037,119.7295861879,"IPCC_normative","SDS","Asia Pacific Developed","Combined",2,222002598.709603
2038,105.744347887888,"IPCC_normative","SDS","Asia Pacific Developed","Combined",2,199835668.638532
2039,92.3627904514214,"IPCC_normative","SDS","Asia Pacific Developed","Combined",2,177835316.735167
2040,79.547597701308,"IPCC_normative","SDS","Asia Pacific Developed","Combined",2,155992839.092265
2041,68.7042668473443,"IPCC_normative","SDS","Asia Pacific Developed","Combined",2,137174939.187408
2042,58.3555796727472,"IPCC_normative","SDS","Asia Pacific Developed","Combined",2,118590209.010957
2043,48.4699470264315,"IPCC_normative","SDS","Asia Pacific Developed","Combined",2,100226156.461255
2044,39.0184563097755,"IPCC_normative","SDS","Asia Pacific Developed","Combined",2,82071421.0019818
2045,29.9743642886345,"IPCC_normative","SDS","Asia Pacific Developed","Combined",2,64115165.2133893
2046,23.6409860890972,"IPCC_normative","SDS","Asia Pacific Developed","Combined",2,51409688.3493508
2047,17.5942134471652,"IPCC_normative","SDS","Asia Pacific Developed","Combined",2,38886730.5609245
2048,11.8677389925306,"IPCC_normative","SDS","Asia Pacific Developed","Combined",2,26652568.2294251
2049,6.34332746708511,"IPCC_normative","SDS","Asia Pacific Developed","Combined",2,14471667.283408
2050,1.00022740966206,"IPCC_normative","SDS","Asia Pacific Developed","Combined",2,2317526.90818698
2020,519.615692554043,"IPCC_normative","SDS","Asia Pacific Developed","Combined",3,6.49e+08
2021,488.097805986853,"IPCC_normative","SDS","Asia Pacific Developed","Combined",3,627010441.570711
2022,458.235711812759,"IPCC_normative","SDS","Asia Pacific Developed","Combined",3,604962786.735205
2023,429.900849805319,"IPCC_normative","SDS","Asia Pacific Developed","Combined",3,582859572.166051
2024,402.977704995208,"IPCC_normative","SDS","Asia Pacific Developed","Combined",3,560703178.730332
2025,377.362375579771,"IPCC_normative","SDS","Asia Pacific Developed","Combined",3,538496109.952333
2026,348.548727607209,"IPCC_normative","SDS","Asia Pacific Developed","Combined",3,509787368.998304
2027,321.115614078214,"IPCC_normative","SDS","Asia Pacific Developed","Combined",3,481095413.01198
2028,294.966453410987,"IPCC_normative","SDS","Asia Pacific Developed","Combined",3,452419546.241772
2029,270.013295107891,"IPCC_normative","SDS","Asia Pacific Developed","Combined",3,423758865.342324
2030,246.176025790278,"IPCC_normative","SDS","Asia Pacific Developed","Combined",3,395112521.393396
2031,225.131622202243,"IPCC_normative","SDS","Asia Pacific Developed","Combined",3,369350939.385
2032,205.016915742817,"IPCC_normative","SDS","Asia Pacific Developed","Combined",3,343649354.16811
2033,185.772057925434,"IPCC_normative","SDS","Asia Pacific Developed","Combined",3,318004608.756757
2034,167.342151496897,"IPCC_normative","SDS","Asia Pacific Developed","Combined",3,292413675.525677
2035,149.676944752111,"IPCC_normative","SDS","Asia Pacific Developed","Combined",3,266873992.493013
2036,134.359094367894,"IPCC_normative","SDS","Asia Pacific Developed","Combined",3,244345449.017452
2037,119.7295861879,"IPCC_normative","SDS","Asia Pacific Developed","Combined",3,222002598.709603
2038,105.744347887888,"IPCC_normative","SDS","Asia Pacific Developed","Combined",3,199835668.638532
2039,92.3627904514214,"IPCC_normative","SDS","Asia Pacific Developed","Combined",3,177835316.735167
2040,79.547597701308,"IPCC_normative","SDS","Asia Pacific Developed","Combined",3,155992839.092265
